Date,ETH-USD
2020-09-11,374.6955871582031
2020-09-12,387.18310546875
2020-09-13,365.57000732421875
2020-09-14,377.26885986328125
2020-09-15,364.8392028808594
2020-09-16,365.8122863769531
2020-09-17,389.01922607421875
2020-09-18,384.3645324707031
2020-09-19,385.54437255859375
2020-09-20,371.0528259277344
2020-09-21,341.78607177734375
2020-09-22,344.503173828125
2020-09-23,320.5855407714844
2020-09-24,349.3566589355469
2020-09-25,352.161865234375
2020-09-26,354.96527099609375
2020-09-27,357.3216857910156
2020-09-28,354.95050048828125
2020-09-29,359.9634094238281
2020-09-30,360.0223693847656
2020-10-01,353.2312927246094
2020-10-02,346.53265380859375
2020-10-03,347.32159423828125
2020-10-04,353.1219177246094
2020-10-05,354.277099609375
2020-10-06,341.0211486816406
2020-10-07,342.1197814941406
2020-10-08,351.4556579589844
2020-10-10,370.96759033203125
2020-10-11,375.1420593261719
2020-10-14,379.4840393066406
2020-10-15,377.44183349609375
2020-10-16,366.22900390625
2020-10-17,368.8559265136719
2020-10-18,378.21368408203125
2020-10-19,379.93560791015625
2020-10-20,369.13690185546875
2020-10-21,392.1899719238281
2020-10-22,413.7729797363281
2020-10-23,409.7666931152344
2020-10-24,412.4576110839844
2020-10-25,406.2177734375
2020-10-26,393.8883056640625
2020-10-27,403.9970397949219
2020-10-28,388.6507568359375
2020-10-29,386.7301025390625
2020-10-30,382.8199768066406
2020-10-31,386.59033203125
2020-11-01,396.3581848144531
2020-11-02,383.15673828125
2020-11-03,387.6021728515625
2020-11-04,402.1419982910156
2020-11-05,414.0673522949219
2020-11-06,454.71929931640625
2020-11-07,435.713134765625
2020-11-08,453.5547790527344
2020-11-09,444.1630554199219
2020-11-10,449.67962646484375
2020-11-11,462.9605407714844
2020-11-12,461.0052795410156
2020-11-13,474.6264343261719
2020-11-14,460.14984130859375
2020-11-15,447.55908203125
2020-11-16,459.9403076171875
2020-11-17,480.3600769042969
2020-11-18,479.48406982421875
2020-11-19,471.63043212890625
2020-11-20,509.74456787109375
2020-11-21,549.4866333007812
2020-11-22,558.068115234375
2020-11-23,608.4540405273438
2020-11-24,603.8977661132812
2020-11-25,570.6866455078125
2020-11-26,518.8011474609375
2020-11-27,517.4937133789062
2020-11-28,538.2297973632812
2020-11-29,575.758056640625
2020-11-30,614.842529296875
2020-12-01,587.3241577148438
2020-12-02,598.3523559570312
2020-12-03,616.708740234375
2020-12-04,569.3541870117188
2020-12-05,596.595458984375
2020-12-06,601.9089965820312
2020-12-07,591.8433837890625
2020-12-08,554.8277587890625
2020-12-09,573.4791259765625
2020-12-10,559.6785278320312
2020-12-11,545.79736328125
2020-12-12,568.5673217773438
2020-12-13,589.6632080078125
2020-12-14,586.0111694335938
2020-12-15,589.3555908203125
2020-12-16,636.1818237304688
2020-12-17,642.8689575195312
2020-12-18,654.8119506835938
2020-12-19,659.2979125976562
2020-12-20,638.2908325195312
2020-12-21,609.81787109375
2020-12-22,634.8541870117188
2020-12-23,583.714599609375
2020-12-24,611.607177734375
2020-12-25,626.4107055664062
2020-12-26,635.8358154296875
2020-12-27,682.642333984375
2020-12-28,730.3973388671875
2020-12-29,731.5201416015625
2020-12-30,751.6189575195312
2020-12-31,737.8034057617188
2021-01-01,730.3675537109375
2021-01-02,774.5349731445312
2021-01-03,975.5076904296875
2021-01-04,1040.2330322265625
2021-01-05,1100.006103515625
2021-01-06,1207.1121826171875
2021-01-07,1225.6781005859375
2021-01-08,1224.1971435546875
2021-01-09,1281.0772705078125
2021-01-10,1262.2467041015625
2021-01-11,1090.1453857421875
2021-01-12,1043.4345703125
2021-01-13,1130.7393798828125
2021-01-14,1218.4530029296875
2021-01-15,1171.8345947265625
2021-01-16,1233.53759765625
2021-01-17,1230.1722412109375
2021-01-18,1257.279541015625
2021-01-19,1377.2958984375
2021-01-20,1382.2740478515625
2021-01-21,1121.5709228515625
2021-01-22,1236.51220703125
2021-01-23,1230.9906005859375
2021-01-24,1391.609375
2021-01-25,1324.414794921875
2021-01-26,1357.05810546875
2021-01-27,1253.1871337890625
2021-01-28,1298.101806640625
2021-01-29,1382.5228271484375
2021-01-30,1376.115478515625
2021-01-31,1314.9862060546875
2021-02-01,1369.04052734375
2021-02-02,1515.1937255859375
2021-02-03,1660.9095458984375
2021-02-04,1594.7626953125
2021-02-05,1718.65087890625
2021-02-06,1677.8468017578125
2021-02-07,1614.227783203125
2021-02-08,1746.6168212890625
2021-02-09,1768.0350341796875
2021-02-10,1744.243408203125
2021-02-11,1783.7979736328125
2021-02-12,1843.5325927734375
2021-02-13,1814.10986328125
2021-02-14,1805.0841064453125
2021-02-15,1779.791015625
2021-02-16,1781.0675048828125
2021-02-17,1848.458251953125
2021-02-18,1937.44921875
2021-02-19,1960.164794921875
2021-02-20,1919.5340576171875
2021-02-21,1935.60107421875
2021-02-22,1781.992919921875
2021-02-23,1570.2039794921875
2021-02-24,1626.57568359375
2021-02-25,1475.7037353515625
2021-02-26,1446.03369140625
2021-02-27,1459.97314453125
2021-02-28,1416.0489501953125
2021-03-01,1564.7076416015625
2021-03-02,1492.6087646484375
2021-03-03,1575.8531494140625
2021-03-04,1541.914306640625
2021-03-05,1533.2750244140625
2021-03-06,1654.7415771484375
2021-03-07,1723.15380859375
2021-03-08,1834.7279052734375
2021-03-09,1868.048828125
2021-03-10,1799.166259765625
2021-03-11,1826.1949462890625
2021-03-12,1772.1024169921875
2021-03-13,1924.6854248046875
2021-03-14,1854.5643310546875
2021-03-15,1791.7022705078125
2021-03-16,1806.9718017578125
2021-03-17,1823.4493408203125
2021-03-18,1782.8551025390625
2021-03-19,1817.6241455078125
2021-03-20,1812.6346435546875
2021-03-21,1788.217041015625
2021-03-22,1691.333984375
2021-03-23,1678.650146484375
2021-03-24,1593.4134521484375
2021-03-25,1595.3592529296875
2021-03-26,1702.842041015625
2021-03-27,1716.49462890625
2021-03-28,1691.35595703125
2021-03-29,1819.6849365234375
2021-03-30,1846.03369140625
2021-03-31,1918.362060546875
2021-04-01,1977.27685546875
2021-04-02,2143.2255859375
2021-04-03,2028.4224853515625
2021-04-04,2093.122802734375
2021-04-05,2107.88720703125
2021-04-06,2118.37890625
2021-04-07,1971.0772705078125
2021-04-08,2088.57373046875
2021-04-09,2072.10888671875
2021-04-10,2135.942138671875
2021-04-11,2157.656982421875
2021-04-12,2139.353271484375
2021-04-13,2299.187744140625
2021-04-14,2435.10498046875
2021-04-15,2519.1162109375
2021-04-16,2431.946533203125
2021-04-17,2344.89501953125
2021-04-18,2237.136962890625
2021-04-19,2166.188720703125
2021-04-20,2330.2109375
2021-04-21,2364.751708984375
2021-04-22,2403.53515625
2021-04-23,2363.586181640625
2021-04-24,2211.625732421875
2021-04-25,2316.0595703125
2021-04-26,2534.481689453125
2021-04-27,2662.865234375
2021-04-28,2746.380126953125
2021-04-29,2756.876953125
2021-04-30,2773.20703125
2021-05-01,2945.892822265625
2021-05-02,2952.05615234375
2021-05-03,3431.086181640625
2021-05-04,3253.62939453125
2021-05-05,3522.783203125
2021-05-06,3490.88037109375
2021-05-07,3484.72900390625
2021-05-08,3902.647705078125
2021-05-09,3928.8447265625
2021-05-10,3952.2939453125
2021-05-11,4168.701171875
2021-05-12,3785.8486328125
2021-05-13,3715.1484375
2021-05-14,4079.057373046875
2021-05-15,3638.1220703125
2021-05-16,3587.506103515625
2021-05-17,3282.397705078125
2021-05-18,3380.070068359375
2021-05-19,2460.67919921875
2021-05-20,2784.294189453125
2021-05-21,2430.621337890625
2021-05-22,2295.70556640625
2021-05-23,2109.579833984375
2021-05-24,2643.591064453125
2021-05-25,2706.62890625
2021-05-26,2888.69873046875
2021-05-27,2736.488525390625
2021-05-28,2419.90625
2021-05-29,2279.51416015625
2021-05-30,2390.305419921875
2021-05-31,2714.9453125
2021-06-01,2633.518310546875
2021-06-02,2706.125
2021-06-03,2855.12646484375
2021-06-04,2688.195068359375
2021-06-05,2630.576904296875
2021-06-06,2715.0927734375
2021-06-07,2590.26318359375
2021-06-08,2517.438720703125
2021-06-09,2608.26708984375
2021-06-10,2471.5185546875
2021-06-11,2353.768798828125
2021-06-12,2372.484375
2021-06-13,2508.3916015625
2021-06-14,2537.89111328125
2021-06-15,2610.936767578125
2021-06-16,2367.66357421875
2021-06-17,2372.001953125
2021-06-18,2231.733154296875
2021-06-19,2178.4990234375
2021-06-20,2246.364501953125
2021-06-21,1888.447509765625
2021-06-22,1874.9500732421875
2021-06-23,1989.736328125
2021-06-24,1988.456298828125
2021-06-25,1813.21728515625
2021-06-26,1829.2392578125
2021-06-27,1978.8946533203125
2021-06-28,2079.657470703125
2021-06-29,2160.768310546875
2021-06-30,2274.547607421875
2021-07-01,2113.60546875
2021-07-02,2150.040283203125
2021-07-03,2226.1142578125
2021-07-04,2321.72412109375
2021-07-05,2198.58251953125
2021-07-06,2324.679443359375
2021-07-07,2315.161865234375
2021-07-08,2120.0263671875
2021-07-09,2146.6923828125
2021-07-10,2111.403564453125
2021-07-11,2139.664794921875
2021-07-12,2036.7210693359375
2021-07-13,1940.083984375
2021-07-14,1994.331298828125
2021-07-15,1911.1756591796875
2021-07-16,1880.3829345703125
2021-07-17,1898.8251953125
2021-07-18,1895.5521240234375
2021-07-19,1817.296630859375
2021-07-20,1787.5107421875
2021-07-21,1990.9708251953125
2021-07-22,2025.2027587890625
2021-07-23,2124.776611328125
2021-07-24,2189.21875
2021-07-25,2191.373779296875
2021-07-26,2233.36669921875
2021-07-27,2298.33349609375
2021-07-28,2296.54541015625
2021-07-29,2380.956787109375
2021-07-30,2466.96142578125
2021-07-31,2536.2099609375
2021-08-01,2561.85205078125
2021-08-02,2610.1533203125
2021-08-03,2502.349609375
2021-08-04,2724.619873046875
2021-08-05,2827.328857421875
2021-08-06,2890.941650390625
2021-08-07,3157.23876953125
2021-08-08,3013.732666015625
2021-08-09,3167.856201171875
2021-08-10,3141.691162109375
2021-08-11,3164.2451171875
2021-08-12,3043.414306640625
2021-08-13,3322.211669921875
2021-08-14,3265.443359375
2021-08-15,3310.504150390625
2021-08-16,3156.509521484375
2021-08-17,3014.845947265625
2021-08-18,3020.08984375
2021-08-19,3182.7021484375
2021-08-20,3286.935302734375
2021-08-21,3226.083984375
2021-08-22,3242.115478515625
2021-08-23,3319.25732421875
2021-08-24,3172.456298828125
2021-08-25,3224.915283203125
2021-08-26,3100.325439453125
2021-08-27,3270.600830078125
2021-08-28,3244.4033203125
2021-08-29,3227.002685546875
2021-08-30,3224.374267578125
2021-08-31,3433.732666015625
2021-09-01,3834.828125
2021-09-02,3790.989990234375
2021-09-03,3940.61474609375
2021-09-04,3887.828369140625
2021-09-05,3952.133544921875
2021-09-06,3931.026611328125
